track_id,track_name,track_popularity,track_album_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3mLLlN1ZdHmlJHkvNON7ou,Threnody - Bombs Away Remix,50,2CUUZuC9EhMcnU7zdNWWrI,edm,electro house,0.836,0.926,2,-3.728,1,0.0495,3.89E-04,0.32,0.203,0.148,127.977,247309
17NCISfYJl0GITXs8G75Ae,Loudness War,33,0vXDfJsurQa6rZayRwvgtQ,edm,electro house,0.843,0.844,2,-4.779,1,0.0749,6.09E-04,0.166,0.0458,0.727,127.98,285000
2Ceq5Ty6rJqazoZIWyS0Vc,Ocean (feat. Khalid) - David Guetta Remix,64,2lYxgMaJP2bGy4dhIToqzS,edm,electro house,0.609,0.824,0,-8.251,0,0.0795,0.0913,2.88E-05,0.134,0.36,127.072,195833
5plG80hc7j4siXDhcUamjU,Promises - David Guetta Remix,8,191HBwuAFkDLbtQfyi1EYs,edm,electro house,0.588,0.697,3,-4.744,0,0.0372,0.186,2.19E-04,0.103,0.225,125.157,190417
3edfAZPM28vwbPjLD2iGBc,De bara jag här,25,40XQ9tpbtJR0My3RLfy4eZ,edm,electro house,0.81,0.634,8,-7.859,1,0.0639,0.00924,0.848,0.118,0.505,120.002,231500
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,75,3ynoYncFXzo2OfPT8j93Pw,edm,electro house,0.706,0.855,10,-5.377,1,0.215,0.0911,0,0.347,0.293,107.184,201253
1sviDBcAqVOxMXq4xITVEs,Que Calor (feat. J Balvin & El Alfa),84,2epUYHJteejHG4trbc8drd,edm,electro house,0.795,0.885,8,-4.13,1,0.0713,0.0375,0.00638,0.292,0.46,126.037,169998
3IkLIde5nKEm06EklU9qzX,Something Shiny - Radio Edit,23,0yo9Kx1FlPd5BB1PBrMiKh,edm,electro house,0.67,0.801,2,-4.67,1,0.0346,0.00125,0.27,0.238,0.202,123.007,224340
3HNs1UAn7OZQiby7DXTIYl,Oblivion (feat. Amber Van Day),70,4xG7w6o7w2ah1W2a3tPgaV,edm,electro house,0.916,0.411,6,-7.523,1,0.0657,0.159,1.1E-05,0.0989,0.407,125.996,192296
04wllvXvWOkZS5NugzeS8O,Lost,37,13FrOWDba1sGvu10ofSKFr,edm,electro house,0.616,0.695,9,-7.894,0,0.0397,0.121,0.0228,0.0311,0.189,128.008,272124
7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),83,3YD1qyD9KPFzzTK1UC1Gvo,edm,electro house,0.651,0.693,4,-4.722,1,0.0375,0.458,0,0.335,0.392,118.97,236765
37FfCz1YODL6NAuWfxUzJh,Left Right,58,3192TqWaoGyc53bEHlcl45,edm,big room,0.709,0.982,10,-3.768,0,0.0666,3.73E-04,0.353,0.285,0.192,128.005,155827
6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,72,5oU1ROIHS6IOWnb87GWhqU,edm,big room,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
1RES1p3VXofj02iOJ65ZaA,Not Alone - REGGIO Remix,49,432U2hmbbsuVY42KUqIJ3P,edm,big room,0.69,0.881,1,-4.552,1,0.0372,2.87E-04,0.105,0.322,0.294,128.016,175312
29C3wkt3HoxHtEalb0mUWP,I'm In Love,34,4FeSeO5vSj5W7dFajS0osc,edm,big room,0.595,0.925,7,-2.741,0,0.0841,0.00216,0.642,0.0788,0.45,126.048,140615
7ENBXir2EaAuMnCZUQIDoL,Go To War,63,29upyaRHCW2OJPj9eZdry2,edm,big room,0.553,0.827,2,-5.381,1,0.0482,0.00188,0,0.304,0.153,132.077,167500
5GZX9ZUelthrP6ONs88jLd,Pew Da Pow,21,3ckBb5f5ZFdgzZL4FT3RB7,edm,big room,0.892,0.535,3,-3.42,0,0.147,0.00211,0.0136,0.1,0.446,128.037,169687
6h7MPC2hBJHJQuobsRXqwF,Devil Inside Me (feat. KARRA),61,16atc3AvJkUr5W5HonmIQs,edm,big room,0.56,0.869,6,-4.587,0,0.0622,0.00214,4.06E-06,0.304,0.177,134.934,189333
6x4uyBoYIimjL27Mc63spc,Don't Stop,17,4AJwEVmHIJ6MIdWOYM8Vaa,edm,big room,0.649,0.977,7,-0.449,1,0.208,0.00492,5.22E-05,0.0563,0.131,130.038,164481
5c7UATnb0XfIbyIHHfgIMb,Error 404 - Original Mix,0,41Q52HSJVbtcG9IOtWeyHD,edm,big room,0.673,0.862,2,-7.102,1,0.0887,2.03E-04,0.794,0.0442,0.285,127.983,333760
7CHi4DtfK4heMlQaudCuHK,Lose Control,91,1qSOaTvsCOyFJya3v1UzkP,edm,big room,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387
4QAUGy6k7c3IOAhgWz52r7,Heaven - David Guetta & MORTEN Remix,70,37bCTD5iLWMpDcBanNkkXB,edm,big room,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238
6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,84,2J2f6vGACFrRghO1Ki74BE,edm,big room,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41E-05,0.289,0.357,119.896,198053
40TogYyqoENkImGSObxjyb,Surviving (feat. Joe Cleere),43,4IzgtGmj7ELr53s4WbXRwp,edm,pop edm,0.6,0.848,4,-3.967,1,0.0433,0.0157,0,0.243,0.437,124.082,213223
2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),73,4pgNeQfSctryAw4e0uESHe,edm,pop edm,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81E-06,0.104,0.188,90.037,183414
3yXmslBa2eTtFI2tSXphR1,Earthquake - Radio Edit,35,0kqdY6foeAAWEsUlOQQQ4c,edm,pop edm,0.61,0.806,9,-2.99,0,0.0574,0.0775,0,0.42,0.522,125.999,225714
5rTkhUIFPbkqwb99ZA8PW3,Every Single Night - Extended Mix,26,0JH3f1kTZ8SumOKnhwqCm9,edm,pop edm,0.435,0.786,6,-6.063,1,0.0934,0.131,0.00305,0.0839,0.794,181.485,323306
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,79,3pEgGUv379EDinvg1TN7Kt,edm,pop edm,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160
4d0JSX5Niid4wPVXk3EVrt,Work - R3hab Remix,2,5xLUp4nUTuXNK7XKQPE5Gb,edm,pop edm,0.715,0.8,1,-5.488,0,0.0555,0.0104,0,0.319,0.264,100.004,219400
7v71Aur70pf46NQIoSQii7,Knock You Out - Hardwell Remix,0,7q5EDnr3FhMjwSMQciMqqH,edm,pop edm,0.611,0.909,9,-3.967,0,0.0493,0.0373,0.00501,0.0829,0.215,128.039,386279
3VXpezslDycvp4shSrhuDo,Say My Name - Remix,13,1QsYhTITSsNFCy05JUTEhK,edm,pop edm,0.647,0.96,6,-5.772,0,0.0617,0.00197,0.00101,0.281,0.777,125.016,360960
2ZyuwVvV6Z3XJaXIFbspeE,Wild Things,64,3rDbA12I5duZnlwakqDdZa,edm,pop edm,0.741,0.626,1,-4.826,0,0.0886,0.02,0,0.0828,0.706,108.029,188493
5ScMaEiUXf9BATTbDKNFq8,Where Are Ü Now (with Justin Bieber) - Marshmello Remix,54,0hHoUwwrXL79lSEcRy82vO,edm,pop edm,0.572,0.863,8,-4.128,1,0.0424,0.00266,3.07E-04,0.127,0.475,141.919,206197
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,94,2uDTi1PlpSpvAv7IRAoAEU,edm,pop edm,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),84,3oIFxDIo2fwuk4lwCmFZCx,edm,pop edm,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947
6E14SIHDOSBQhdg9cRtrRz,Broken Heart,18,17FXBNrOUx2yxvmBgtmgm6,edm,pop edm,0.805,0.888,3,-3.255,1,0.0368,0.281,0,0.203,0.342,107.999,172234
2Lv7vYpPx68ttqspWdMnvw,Payback,1,2N6nSi9sTO5Tvfq0bEmRc0,edm,progressive electro house,0.632,0.83,7,-5.193,0,0.063,0.0485,0.079,0.566,0.319,128.013,349507
6w2A10HCO5nhBCaNLk4aS2,Trumpsta - Djuro Remix,47,1GA87QBTzwfN33QAkFqCWK,edm,progressive electro house,0.973,0.589,1,-7.014,1,0.236,0.00208,0.319,0.276,0.201,128.006,258520
11xsm79HwpWV1C1lMXoVo9,Gypsy Drop - Radio Edit,38,4VVtbL1thMQf4EX1232w3C,edm,progressive electro house,0.797,0.962,1,-4.239,1,0.0906,3.59E-04,0.767,0.0454,0.422,128.047,180502
6PtXobrqImYfnpIxNsJApa,Bad (feat. Vassy) - Radio Edit,64,6CvEd1L1KJZ8g3wIwCZYvF,edm,progressive electro house,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
67awxiNHNyjMXhVgsHuIrs,Turn Down for What,72,3zo0Hxh9rjJsdw2JAKReE3,edm,progressive electro house,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733
5MBhTcvskTrgb6OmLLrOqE,Everybody Is in the Place - Original Mix,13,0Ki7q1lcfhhViO0RkAzsWy,edm,progressive electro house,0.67,0.969,7,-3.566,1,0.0848,5.74E-04,0.572,0.356,0.127,130.004,352639
766RKRQ1ZJjmdBQ9y54HKj,Animals - Original Mix,5,63Xla1b6MLjkfo8An0Fjib,edm,progressive electro house,0.674,0.866,1,-6.384,1,0.0386,0.00138,0.699,0.383,0.0376,128.012,304240
6oFd2c2UiVfFBTIJiFVfz6,Howl At The Moon - Radio Edit,0,2PbxYpEOoknsPzrr0nkkSJ,edm,progressive electro house,0.514,0.934,10,-3.201,0,0.0992,0.0525,8.9E-04,0.137,0.182,127.953,183750
4TUuAXGt8SFNcl7ves2nPe,Freaks,28,17iIPpYhxqp1l1nNd2KJTO,edm,progressive electro house,0.905,0.92,9,-3.326,1,0.0811,0.0016,0.913,0.0647,0.744,128.027,274327
5FDn1oWUD5BXL2HCfmCk2F,Man With The Red Face - Radio Edit,51,4Tx7Iuv23M7FuhPUO8LN8b,edm,progressive electro house,0.632,0.842,0,-7.868,0,0.0335,0.0127,0.781,0.0984,0.674,126.952,235039
5iQYHpbIv6YABOjTWhs7Zj,Life Goes On (feat. Shawnee Taylor) - Life Goes On 2009,24,1O717gwSennWeHyo57N4MC,edm,progressive electro house,0.666,0.953,6,-4.09,1,0.134,0.315,0.0637,0.0901,0.138,125.982,469693
7JlawqjLYtEVVN5SMtJHlU,Balance,6,2egIUqaG1ZlkO2a7Rcvp6b,edm,progressive electro house,0.811,0.94,11,-6.856,0,0.0499,0.00131,0.92,0.0672,0.841,124.004,402581
